# WTM BasisWatch export
# Spot curve: futures vs spot
section,contract,expiry,dte,futures,spot,basis_dollars,basis_pct,basis_pct_rank,basis_quartile,hist_q1,hist_median,hist_q3,spot_curve_pct_ann
spot_curve,BTM26,Jun 2026,1,64450,63425.44,1024.5599999999977,1.6153770474434195,55.55555555555556,3,0.15105925950217716,1.4734781500924514,5.9354101445728995,589.6126223168451
spot_curve,BTN26,Jul 2026,23,59995,63425.44,-3430.4400000000023,-5.408618371429512,69.8,3,-5.629349989531018,-5.333727286716501,-4.265543920546712,-85.83242198138133
spot_curve,BTQ26,Aug 2026,51,60450,63425.44,-2975.4400000000023,-4.691240612599617,,,-4.691240612599617,-4.691240612599617,-4.691240612599617,-33.57456516860507
spot_curve,BTU26,Sep 2026,79,60420,63425.44,-3005.4400000000023,-4.73854024504994,,,-4.73854024504994,-4.73854024504994,-4.73854024504994,-21.8932555625725
spot_curve,BTV26,Oct 2026,114,60675,63425.44,-2750.4400000000023,-4.336493369222196,,,-4.336493369222196,-4.336493369222196,-4.336493369222196,-13.88438666461492
spot_curve,BTX26,Nov 2026,142,60975,63425.44,-2450.4400000000023,-3.863497044718968,,,-3.863497044718968,-3.863497044718968,-3.863497044718968,-9.930819868467767
spot_curve,BTZ26,Dec 2026,170,61325,63425.44,-2100.4400000000023,-3.3116679994652025,,,-3.3116679994652025,-3.3116679994652025,-3.3116679994652025,-7.110345998851766
spot_curve,BTH27,Mar 2027,261,62195,63425.44,-1230.4400000000023,-1.9399786584058418,,,-1.9399786584058418,-1.9399786584058418,-1.9399786584058418,-2.71299697439897

# Forward curve: adjacent calendar pairs
section,near,far,near_dte,far_dte,interval_days,near_price,far_price,calendar_spread_dollars,forward_curve_pct_ann,forward_pct_rank,forward_quartile
forward_curve,BTM26,BTN26,1,23,35,64450,59995,-4455,-72.08578078244484,,
forward_curve,BTN26,BTQ26,23,51,28,59995,60450,455,9.886240520043257,100,4
forward_curve,BTQ26,BTU26,51,79,28,60450,60420,-30,-0.6469337114498755,,
forward_curve,BTU26,BTV26,79,114,35,60420,60675,255,4.40133352248551,,
forward_curve,BTV26,BTX26,114,142,28,60675,60975,300,6.445346989228286,,
forward_curve,BTX26,BTZ26,142,170,28,60975,61325,350,7.482574825748156,,
forward_curve,BTZ26,BTH27,170,261,91,61325,62195,870,5.6902738517088345,,
